Comment,clean_comment,word_count,sentiment_score,sentiment_label
AI robot masa depan,artificial intelligence robot masa depan,5,0,Netral
"Ngomong2 AI.
Sekarang sudah ada AI yang menjadi Vtuber/ Youtuber Virtual.
Nama chanelnya itu Neuro sama",ngomong artificial intelligence sekarang artificial intelligence jadi vtuber youtuber virtual nama chanelnya neuro,13,0,Netral
Gw pake chatgpt buat deskripsi produk pemasaran buat bikin flayer. Wkwkwk,pake chatgpt buat deskripsi produk pasar buat bikin flayer wkwkwk,10,0,Netral
Cikal bakal emosi robot mekanik di masa depan,cikal bakal emosi robot mekanik masa depan,7,0,Netral
Jawaban chatgpt ini bisa sama gak dgn jawaban orang lain klw pertannyaannya sama? Ada yang pernah nyoba? Aku takut klw buat essay tp sama persis dgn org lain.,jawab chatgpt jawab orang klw pertannyaannya nyoba takut klw buat essay persis org,13,-1,Negatif
"Kukira chat GPT adalah chat skema partisi  Harddisk....
Taunya GPT dan MBR. ha ha ha",kira chat gpt chat skema partisi harddisk tau gpt mbr ha ha ha,13,0,Netral
rilis lebih cepat lebih baik itu jadi ga ada yg namanya kasus bulliying lagi,rilis lebih cepat lebih baik nama kasus bulliying,8,1,Positif
masa bikin esay 1000 words dengan nyaris sempurna.... gila ini mah,masa bikin esay words nyaris sempurna gila,7,0,Netral
I warned you about the future of AI - Elon Musk,i warned you about the future of artificial intelligence elon musk,11,0,Netral
Padahal dia yg membangun nya dia yg malah khawatir wkwkwk,padahal bangun nya malah khawatir wkwkwk,6,-1,Negatif
Bisa ngerjain kuis saya juga pak  walupun kadang nggak bener,ngerjain kuis walupun kadang bener,5,0,Netral
Biar makin mulus y ahahah,biar makin mulus y ahahah,5,0,Netral
Chat gpt downloadnya gimana?,chat gpt downloadnya gimana,4,0,Netral
Cara mengakses chatgpt dmn?,cara akses chatgpt dmn,4,0,Netral
Makin ksni saya makin paham tombol ceklis yg ada tulisan im not robot fungsinya buat apa,makin ksni makin paham tombol ceklis tulis im not robot fungsi buat,12,1,Positif
Kenapa dunia membiarkan 3 orang merusak ratusan juta manusia. Saya tidak apakah nanti 3 org tersebut akan berakhir tragis karena ratusan jutaan akan mencari mereka....it just imagine,dunia biar orang rusak ratus juta manusia org akhir tragis ratus juta cari it just imagine,16,-1,Negatif
Sudah ketebak sih bakal ada yg kaya gitu. Boleh tau nama sekte/kelompok yg sudah ngelakuin hal kaya gini bang?,tebak bakal kaya gitu tau nama sekte kelompok ngelakuin kaya gin,11,0,Netral
"BIS YES, udh pake dari lama wkwkwkkwk
biar akselerasi sih. 

Salam One Man show",bis yes pake lama wkwkwkkwk biar akselerasi salam one man show,11,0,Netral
Kapan nih google bisa bersaing dgn ChatGPT..... Katanya pada kepanasan tuh google hahaha,google saing chatgpt kata panas google hahaha,7,0,Netral
Semua akan kripto pda waktunya ,semua kripto pda waktu,4,0,Netral
Saya orang gak sekolah aja . Cemas tentang kejanggihan AI,orang sekolah cemas kejanggihan artificial intelligence,6,0,Netral
FunFact asli emang.. chatGPT ga bisa mengantikan sosok Coki pardede .. slm chuaks :v,funfact asli emang chatgpt anti sosok cok pardede slm chuaks v,11,0,Netral
Apakah chatgpt akan mampu memboat robot trading forex yg mumpuni?,chatgpt mampu memboat robot trading forex mumpuni,7,0,Netral
Belum tentu kalau lawannya sesama chat GPT.,tentu lawan sama chat gpt,5,0,Netral
Ada yang bilang CHATGPT adalah Google pakai  steroid ,bilang chatgpt google pakai steroid,5,0,Netral
"Aplikasi , itu bisnis .
Aplikasi di kendalikan yg punya aplikasi",aplikasi bisnis aplikasi kendali punya aplikasi,6,0,Netral
Elon musk berati lebih pintar dari chatGpt,elon musk berat lebih pintar chatgpt,6,1,Positif
mantaappp paakk saya bisa open joki pke chat GPT ini wkkwkw lariiss maniiss,mantaappp paakk open joki pke chat gpt wkkwkw lariiss maniiss,10,0,Netral
pak data chat gpt katanya kau 2021 kebawah dia gak ada itu kekuranganya,data chat gpt kata kau bawah kekuranganya,7,0,Netral
"bagaimana jika chatgpt di integrasikan kedalam otak manusia, dipasang chip gitu.

pasti jadi cerdas semua",bagaimana chatgpt integrasi dalam otak manusia pasang chip gitu cerdas semua,11,1,Positif
Opo meneh kie... cepete teknologi... ,opo teh kie cepete teknologi,5,0,Netral
Main papji pc pakai chatgpt auto chiken,main papji pc pakai chatgpt auto chiken,7,0,Netral
tergntung database nya... sama aja kyk shimi2 kalau shimi2 algoritma dan database nya banyak tentu aja dia pinter ..tetap aja yng pinter human..,tergntung database nya kyk shimi shimi algoritma database nya banyak pinter tetap yng pinter human,15,0,Netral
Bagaimana kalau dia belajar KUHP? Bisa jd hakim dong dia.,bagaimana ajar kuhp hakim,4,0,Netral
Kadang di google juga tidak sepenuhnya benar,kadang google sepenuh benar,4,0,Netral
"gua : Chat GPT bagaimana cara mengakahkan Google ? 
gua : Wkwkwkkw",gua chat gpt bagaimana cara kakah google gua wkwkwkkw,9,0,Netral
Semoga Chatgpt hanya sesaat boomingnya seperti metaverse karena meresahkan  dan membahagiakan buat orang atau manusia pemalas ,moga chatgpt saat boomingnya metaverse resah bahagia buat orang manusia malas,11,-1,Negatif
Buat abstrak buat penelitian juga bisa mana di cek plagiasi 0 persen bukan main emang chat gpt ini,buat abstrak buat teliti mana cek plagiasi persen main emang chat gpt,12,0,Netral
TERNYATA CHAT GPT BISA JUGA MENJAGA PERASAAN MANUSIA. DIA PUNYA RASA HORMAT YANG BAHKAN KADANG TAK DIMILIKI OLEH PENCIPTANYA YAKNI MANUSIA. Wkwkw.....TANYA DONG BRO...KAPAN DUNIA INI KIAMAT?? BIAR AKU BISA BERSIAP DIRI AGAR BISA MASUK SURGA. HE...HE..,nyata chat gpt jaga asa manusia punya rasa hormat bahkan kadang milik cipta manusia wkwkw tanya dunia kiamat biar siap diri masuk surga he he,25,-1,Negatif
"PERTANYAANNYA CUMAN 1, indonesia ngapain aja.
apakah bisa membuat seperti mereka (bersaing)
atau cuman sebagai USer,
atau bahkan hanya korupsi aja, atau bahkan cuman masih debat soal agama mana yang paling benar?
Think smart",tanya cuman indonesia ngapain apakah buat saing cuman user bahkan korupsi bahkan cuman debat soal agama mana benar think smart,20,0,Netral
Itu yang seharusnya di tanyakan pada diri masing masing,tanya diri masing masing,4,0,Netral
Ntar lagi chat GPT bakal dipake buat jualan kapling sorga ...,ntar chat gpt bakal dipake buat jual kapling sorga,9,0,Netral
Customer service ketar ketir,customer service ketar tir,4,0,Netral
gak ikutan bikin podcast dengan chatgpt prof?,ikut bikin podcast chatgpt prof,5,0,Netral
( ChatGPT vs Bard ) vs Denver Talking Gargoyle (AI ML FR) ? ,chatgpt vs bard vs denver talking gargoyle artificial intelligence machine learning fr,12,0,Netral
revolusi by teknologi... ngeriii,revolusi by teknologi ngeriii,4,1,Positif
apa mungkin chatgpt jawabnya ambil dari source HOAKS,mungkin chatgpt jawab ambil source hoaks,6,0,Netral
Nilai naik tapi Skill Drop.... haha,nilai naik skill drop haha,5,0,Netral
Kmarin nyoba nyari alamat dinkes prov sumut masih salah jawabannya..,kmarin nyoba nyari alamat dinkes prov sumut salah jawab,9,-1,Negatif
Level 1 aja udh segila itu apa lagi klo level selanjutnya di masa depan,level gila klo level lanjut masa depan,7,0,Netral
bagaimana jika chat gpt di tanam di robot humanoid?,bagaimana chat gpt tanam robot humanoid,6,0,Netral
"Tujuan Ai kan emg itu. Endingnya nanti manusia berperang melawan skynet. 
Robot humanoid ber Ai = terminator",tuju artificial intelligence emg endingnya manusia perang lawan skynet robot humanoid ber artificial intelligence terminator,15,0,Netral
Punya ku bisa dihp tapi dileptop jawabannya hanya An error' accurred,punya ku dihp dileptop jawab an error accurred,8,0,Netral
"Terlalu banyak konten kreator yg mempromosikan saingan geogle yg kadang ngaco dan nyasar ini.. Big,, 
Somepeople tak mau kalah sudah menciptakan saingan crypto yg nilainya jauh lebih rahasia dari bitcoin mungkin layaknya seperti  ****bit yg pastinya belum dibocorkan dan kabarnya akan muncul 1 atau 2 tahun lagi .. Dari sifat manusia yg suka meniru dan tidak mau kalah..",terlalu banyak konten kreator promosi saing geogle kadang ngaco nyasar big somepeople kalah cipta saing crypto nilai jauh lebih rahasia bitcoin mungkin layak bit pasti bocor kabar muncul tahun sifat manusia suka tiru kalah,34,1,Positif
Feel kaya punya JARVIS,feel kaya punya jarvis,4,0,Netral
google tetep nomor 1 karena kalo kita buka chatgpt bukanya melalui google,google tetep nomor buka chatgpt buka google,7,0,Netral
Masa Depan AI ,masa depan artificial intelligence,4,0,Netral
ChatGPT ini mirip dengan film M3GAN,chatgpt mirip film mgan,4,0,Netral
"Tetangga sata bilang, orang² kafir itu semakin gila ilmunya.
Sementara dinegeri kita masih banyak orang yang sibuk pro kontra musik Halal/ Haram.
M I R I S.",tetangga sata bilang orang kafir makin gila ilmu negeri masih banyak orang sibuk pro kontra musik halal haram m i r i s,23,1,Positif
Apakah yang pro kontra musik halal/haram adalah seorang ilmuwan? atau hanya sekedar karyawan pabrik?,pro kontra musik halal haram orang ilmuwan dar karyawan pabrik,10,1,Positif
"APAKAH KELAK NANTINYA AI ADA KESADARAN UNTUK BERAGAMA APA ENGGAK? 
ATAU PUNYA KESADARAN KALO MANUSIA ITU RESE BANGET. SEHINGGA HARUS DIMUSNAHKAN DAN AKHIRNYA JOHN CONNOR MEMIMPIN PERGERAKAN MELAWAN TERMINATOR..??",kelak nanti artificial intelligence sadar agama punya sadar manusia rese musnah akhir john connor pimpin gera lawan terminator,18,0,Netral
Akhir akhir ini lemot banget chatGPT ,akhir akhir lot chatgpt,4,0,Netral
andalan mahasiswa jaman sekarang nih,andal mahasiswa jaman sekarang,4,0,Netral
idenya dari Jarvis Iron Man,ide jarvis iron man,4,0,Netral
Anda salah ChatGPT tidak bisa menjawab semua Jawaban ada yang tidak bisa di Jawabnya,salah chatgpt jawab semua jawab jawab,6,-1,Negatif
Nggak hanya itu dosen pun juga bisa digantikan dan semua yg berhubungan pekerjaan manusia digantikan dan manusia di dunia jadi beban wkwkw,dosen ganti semua hubung kerja manusia ganti manusia dunia beban wkwkw,11,-2,Negatif
 @anchidema481  dan perang terminator is coming...!!! ,perang terminator is coming,4,0,Netral
Imagine google adalah nokia kedua,imagine google nokia dua,4,0,Netral
Saya rasa beberapa tahun kedepan org tdk perlu lagi kuliah,rasa beberapa tahun depan org kuliah,6,0,Netral
Welcome to the future & the beginning of (fill these blank by urself).,welcome to the future the beginning of fill these blank by urself,12,0,Netral
ChatGPT ini hal lain dari Ok Google .. elon hanya meng scrape dan memodifikasi doang,chatgpt hal google elon meng scrape modifikasi doang,8,0,Netral
Coba tanya chat GPT cara bikin nuklir dirumah,coba tanya chat gpt cara bikin nuklir rumah,8,0,Netral
"semoga biaya kuliah makin murah.... 

udah bayar mahal mahal.... ilmu nya cuman dpt copy paste doank... ",moga biaya kuliah makin murah udah bayar mahal mahal ilmu nya cuman dpt copy paste doank,16,0,Netral
"T800 : ""Hasta lavista baby"" ",t hasta lavista baby,4,0,Netral
chatgbt akan jadikan para dukun kalah bersaing hehe,chatgbt jadi dukun kalah saing hehe,6,0,Netral
tetep bisa bias kalau data source pembelajarannya juga data sampah,tetep bias data source ajar data sampah,7,-1,Negatif
Saya tanya hukuman Ferdy Sambo d chatgpt jawaban'a chatgpt tidak kenal Ferdy Sambo,tanya hukum ferdy sambo d chatgpt jawab a chatgpt kenal ferdy sambo,12,0,Netral
kalo Ai udah bisa ganti genteng bocor baru ketar ketir ,artificial intelligence udah ganti genteng bocor baru ketar tir,9,-1,Negatif
Wow smkn seru perangnya,wow smkn seru perang,4,1,Positif
cocok buat dimasukkan dalam boneka barbie ukuran 1 meter. dengan rambut pirang.,cocok buat masuk boneka barbie ukur meter rambut pirang,9,0,Netral
Jadi inget video fian flash,inget video fian flash,4,0,Netral
Wah ga sombong y ChatGPT?hhh,wah sombong y chatgpt hhh,5,0,Netral
"Saya nanya bagaimana onepiece tamat pada chatGPT tp dia tidak tau, hmm biasa aja tidak terlalu canggih si
wkwkwkwkwkwkkwwkkwk",nanya bagaimana onepiece tamat chatgpt tau hmm biasa terlalu canggih si wkwkwkwkwkwkkwwkkwk,12,1,Positif
"Selamat ""anak cucu temannya temanmu"" akan kalah telak bersaing dalam bekerja.
Ya aman ""mereka"" kan bukan anak cucumu..
Cuman ""mereka"" yg bukan anak cucumu jgn² kelak menikah juga dgn anak cucumu? Dan hasilnya kembali padamu juga. Kecuali anda membatasi dan mewajibkan pernikahan sedarah.",selamat anak cucu teman teman kalah telak saing kerja aman anak cucu cuman anak cucu jgn kelak meni anak cucu hasil pada kecuali batas wajib nikah darah,27,1,Positif
Lumayan bisa prediksi nomer togel,lumayan prediksi nomer togel,4,0,Netral
Bisa tidak chatgpt mengambil alih hakim d persidangan,chatgpt ambil alih hakim d sidang,6,0,Netral
Masih kalah canggih dari jarvisnya imron man ya?,kalah canggih jarvisnya imron man,5,1,Positif
Google lebih banyak sampah nya yg terlalu lebar. Lebih enak gpt,google lebih banyak sampah nya terlalu lebar lebih enak gpt,10,0,Netral
J.A.R.V.I.S in real life,j a r v i s in real life,9,0,Netral
Mo ngalahin google? Cmn butuh waktu 3 bulan Google dah launching BARD..,mo ngalahin google cmn butuh waktu bulan google dah launching bard,11,0,Netral
nya video dibikin ilustrasi,nya video bikin ilustrasi,4,0,Netral
"Shit. My idea selalu akan terjadi ... Gw bilang ya. Skrg lihat ya. Akan ada kesadaran manusia yg di photographic. 
Bntr lg mncul",shit my idea selalu jadi bilang skrg lihat sadar manusia photographic bntr lg mncul,14,0,Netral
"Siapa dalang dibalik pembunuhan munir
Chatgpt : ..........404 democrazy not found",siapa dalang balik bunuh munir chatgpt democrazy not found,9,0,Netral
Bahaya AI akan membuat kemalasan,bahaya artificial intelligence buat malas,5,-2,Negatif
https://youtu.be/mhRHypjupYQ (sekedar informasi dari masa depan) ,dar informasi masa depan,4,0,Netral
"anda juga tidak bisa menanyakan ""Tanggal berapa sekarang :D""",tanya tanggal berapa sekarang d,5,0,Netral
Bikin lirik lagu rap aja bisa. Mana berima pulaa..,bikin lirik lagu rap mana rima pulaa,7,0,Netral
"3:50 Maaf, sy gak setuju dengan kata²nya... Soal'y A.I. memerlukan bantuan manusia sebelum bisa dijalankan dan A.I. itu sendiri diciptakan oleh manusia. Soal kecepatan, A.I. itu sudah kalah duluan dengan manusia ""yang menyediakan jawaban untuk segala pertanyaan"" sebelum A.I. bisa menjawabnya. 1,000 Manusia VS 1 Pengguna juga tidak bisa disamain dengan ""apa yang bisa A.I. lakukan"". Jika disamain, serupa Puluhan Genius yang meledék Seorang Pengguna... ",tuju kata nya soal y a i perlu bantu manusia jalan a i sendiri cipta manusia soal cepat a i kalah duluan manusia sedia jawab tanya a i jawab manusia vs guna disamain a i laku disamain rupa puluh genius meled k orang guna,44,4,Positif
Semisal kita tuliskan serangkaian angka 2 digit... 20 43 88 65 79 01 lalu minta dia beri angka brikutnya dan BOOM... adakah yg paham dn ingin coba?? Wkwkwk...,misal tulis rangkai angka digit lalu minta beri angka brikutnya boom ada paham dn coba wkwkwk,16,1,Positif
Aku tanya chat gpt dimana jodohku????..malaah diceramahin ,tanya chat gpt jodoh malaah diceramahin,6,0,Netral
Ap gw yg kgak paham ap emg in dr sna nya ya. Cba dong yg tau ksh pnjlsan. Bchatgpt mmg bs jlskan smua y dr yg mulai kita tya smpai buat yg kita mau. Tp ngeliat gk si klo hsil dr chagpt gk ad literatur y or refrensi y dr sp dll. Bnr gk? Trs klo qt mau pke hsil chathpt qt mau membandingkan or meevaluasi hsil tulisan it gmn klo gk ad literatur y dr siapa or dr mna. Krn gk ad referensi nya. Ap bs dpkek buat penulisan jurnal or karya ilmiah lain nya.,kgak paham emg in sna nya cba tau ksh pnjlsan bchatgpt mmg jlskan smua y mulai tya smpai buat ngeliat si klo hsil chagpt ad literatur y or refrensi y sp bnr trs klo qt pke hsil chathpt qt banding or meevaluasi hsil tulis it gmn klo ad literatur y siapa or mna ad referensi nya dpkek buat tulis jurnal or karya ilmiah nya,64,1,Positif
Bagaimana dengan nasib para kaum rebahan??...,bagaimana nasib kaum rebah,4,0,Netral
Soft skill= bikin bakso.,soft skill bikin bakso,4,0,Netral
"wah, gk asih..ada
 GPT zero",wah asih gpt zero,4,0,Netral
Beneran saya cek doi ngga tau pemenang piala dunia 2022,beneran cek doi ngga tau menang piala dunia,8,0,Netral
"13:50 KREATIFITAS?

A.I ART SUDAH ADA BRO",kreatifitas a i art,4,0,Netral
Coba tanya di chatGPT.. Siapa istri atta halilintar?  Jangan kaget yah,coba tanya chatgpt siapa istri atta halilintar kaget,8,0,Netral
"Chat GPT
Chat Gak Pake Teman",chat gpt chat pake teman,5,0,Netral
Tetep chartgpt ngga bisa benerin hp matot,tetep chartgpt ngga benerin hp matot,6,0,Netral
Gw udah jrang pake google'),udah jrang pake google,4,0,Netral
Lama2 film IRobot kejadian nih..,lama film irobot jadi,4,0,Netral
Ya Allah semoga dukhon segera turun,allah moga dukhon segera turun,5,0,Netral
Ngeri ngeri sedap coach,ngeri ngeri sedap coach,4,-2,Negatif
Pertanyaan yang sangat ketinggalan. Hehehe,tanya sangat tinggal hehehe,4,0,Netral
Google Bard Ai cooming soon!!!,google bard artificial intelligence cooming soon,6,0,Netral
Kinda Vision vs Ultron. creepy.,kinda vision vs ultron creepy,5,0,Netral
sejenis Siri dan OK Google ya?,jenis siri ok google,4,0,Netral
Tapi ko saya gak bisa akses chatGPT itu y?,ko akses chatgpt y,4,0,Netral
Biasa saja karena tidak bisa menjawab pemenang piala dunia 2022,biasa jawab menang piala dunia,5,0,Netral
Trernak lele jualan nasi uduk bntr lagi make robot. Hehehe,trernak lele jual nasi uduk bntr make robot hehehe,9,0,Netral
Bagaimana cara mendownload chatGPT ke smart phone ???,bagaimana cara mendownload chatgpt smart phone,6,0,Netral
"you've been warned
see you 10 years later",you ve been warned see you years later,8,0,Netral
makin kesini makin kesana,makin kesini makin kesana,4,0,Netral
7:18 so you are terminator terminator?,so you are terminator terminator,5,0,Netral
Chatgpt sedang error jam 8 tgl2feb,chatgpt error jam tglfeb,4,0,Netral
Lebih tepatnya calculator otak kanan,lebih tepat calculator otak kanan,5,0,Netral
tenang chatgpt gk bisa copas hahaha,tenang chatgpt copas hahaha,4,0,Netral
"Universal basic income...
ehem.. ehem...
batuk batuk",universal basic income ehem ehem batuk batuk,7,0,Netral
UBI itu aman kok... ehem.. ehem.. batuk batuk ,ubi aman ehem ehem batuk batuk,6,1,Positif
Gampang terdisrupsi dengan para kapitalis. Bisa jadi benefitnya dicabut,gampang disrupsi para kapitalis benefitnya cabut,6,-1,Negatif
Ustad dan pendeta bakal punah oleh AI. Wadidawww....,ustad pendeta bakal punah artificial intelligence wadidawww,7,0,Netral
chatGPT juga rasis lho wkwkw,chatgpt ras lho wkwkw,4,0,Netral
"Apa kabar joki Jurnal?
wkkwkwkwkwkwk",kabar joki jurnal wkkwkwkwkwkwk,4,0,Netral
